CustomerID,tenure,MonthlyCharges,Contract,InternetService,TechSupport,PaymentMethod,PredictedChurn,RiskLevel,RecommendedAction,MonthlyRevenueAtRisk,ChurnProbabilityPct
6128-CZOMY,1,45.65,Month-to-month,DSL,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,45.65,71.83
9540-JYROE,8,70.1,Month-to-month,Fiber optic,No,Mailed check,1,Medium Risk,Offer contract upgrade incentive,70.1,51.47
9026-LHEVG,9,40.75,Month-to-month,DSL,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,34.61
2260-USTRB,2,70.2,Month-to-month,Fiber optic,No,Bank transfer (automatic),1,Medium Risk,Offer contract upgrade incentive,70.2,67.82
3656-TKRVZ,3,55.35,Month-to-month,DSL,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,27.88
7011-CVEUC,25,95.7,Month-to-month,Fiber optic,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,32.74
6185-TASNN,1,46.3,Month-to-month,DSL,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,46.3,69.75
7925-PNRGI,45,81.3,Month-to-month,DSL,Yes,Mailed check,0,Low Risk,Continue regular engagement,0.0,6.96
8623-TMRBY,51,84.2,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,84.2,47.11
1552-CZCLL,55,20.0,Month-to-month,No,No internet service,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,7.56
3038-PQIUY,38,66.15,Month-to-month,DSL,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,11.99
1501-SGHBW,2,45.85,Month-to-month,DSL,No,Mailed check,1,Medium Risk,Offer contract upgrade incentive,45.85,45.29
9313-CDOGY,38,19.6,Month-to-month,No,No internet service,Electronic check,0,Low Risk,Continue regular engagement,0.0,4.79
8148-BPLZQ,34,49.8,Month-to-month,DSL,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,14.08
2623-DRYAM,70,101.75,One year,Fiber optic,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,31.39
9987-LUTYD,13,55.15,One year,DSL,Yes,Mailed check,0,Low Risk,Continue regular engagement,0.0,5.54
3208-YPIOE,39,75.25,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,75.25,40.74
4488-KQFDT,61,103.95,One year,Fiber optic,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,27.7
2612-RANWT,12,100.15,Month-to-month,Fiber optic,No,Bank transfer (automatic),1,High Risk,Offer annual contract discount + proactive support,100.15,86.56
5693-PIPCS,41,99.65,Two year,Fiber optic,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,5.14
0491-KAPQG,21,73.7,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,73.7,53.16
1925-LFCZZ,55,50.05,One year,DSL,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,20.52
8039-EQPIM,69,60.25,Two year,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,1.42
6900-PXRMS,26,105.75,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,105.75,61.59
8707-RMEZH,69,87.3,One year,Fiber optic,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,9.56
3346-BRMIS,18,48.35,Month-to-month,DSL,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,48.35,56.82
3209-ZPKFI,47,54.25,Month-to-month,DSL,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,18.64
6479-VDGRK,72,85.3,Two year,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,0.41
9373-WSLOY,33,50.0,Month-to-month,DSL,Yes,Electronic check,0,Low Risk,Continue regular engagement,0.0,20.16
2933-FILNV,2,24.4,Month-to-month,DSL,No,Mailed check,1,Medium Risk,Offer contract upgrade incentive,24.4,47.91
3569-JFODW,72,90.95,Two year,DSL,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,0.45
9819-FBNSV,37,72.25,Month-to-month,Fiber optic,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,32.59
9544-PYPSJ,62,96.1,Month-to-month,Fiber optic,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,21.3
1591-XWLGB,71,19.85,Two year,No,No internet service,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,1.24
0396-UKGAI,23,55.3,Month-to-month,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,9.32
3243-ZHOHY,16,20.1,One year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,2.42
5186-EJEGL,9,69.5,Month-to-month,DSL,Yes,Mailed check,0,Low Risk,Continue regular engagement,0.0,17.45
7527-QNRUS,17,25.15,Two year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,1.72
9986-BONCE,4,20.95,Month-to-month,No,No internet service,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,11.61
2722-JMONI,1,49.55,Month-to-month,DSL,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,49.55,62.51
2203-GHNWN,24,79.65,Month-to-month,Fiber optic,No,Mailed check,0,Low Risk,Continue regular engagement,0.0,32.34
3878-AVSOQ,1,71.25,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,71.25,84.76
3258-SYSWS,72,113.8,Two year,Fiber optic,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,1.64
5296-PSYVW,72,24.55,Two year,No,No internet service,Electronic check,0,Low Risk,Continue regular engagement,0.0,1.49
6319-QSUSR,11,19.7,Month-to-month,No,No internet service,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,9.77
4083-EUGRJ,9,20.25,Month-to-month,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,11.0
7579-OOPEC,2,50.15,Month-to-month,DSL,No,Credit card (automatic),1,Medium Risk,Offer contract upgrade incentive,50.15,42.42
0512-FLFDW,60,100.5,One year,Fiber optic,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,24.73
1771-OADNZ,29,95.9,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,95.9,63.86
0487-CRLZF,49,74.45,Two year,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,1.63
2107-FBPTK,30,104.1,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,104.1,55.75
9451-WLYRI,53,19.05,One year,No,No internet service,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,1.45
8219-VYBVI,39,25.0,Two year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,1.14
1991-VOPLL,9,19.05,Month-to-month,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,3.18
9738-QLWTP,39,81.9,One year,Fiber optic,Yes,Electronic check,0,Low Risk,Continue regular engagement,0.0,14.84
1016-DJTSV,8,69.7,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,69.7,61.14
9419-IPPBE,51,90.15,One year,Fiber optic,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,18.83
0174-QRVVY,71,25.35,Two year,No,No internet service,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,0.63
5699-BNCAS,71,24.65,Two year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,1.19
2900-PHPLN,70,19.55,Two year,No,No internet service,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,1.21
0612-RTZZA,1,25.25,Month-to-month,DSL,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,25.25,74.13
8106-GWQOK,38,60.0,Two year,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,2.46
8751-EDEKA,28,89.9,Month-to-month,Fiber optic,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,30.11
6878-GGDWG,32,19.4,Month-to-month,No,No internet service,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,6.2
4039-PIMHX,49,49.8,Two year,DSL,No,Mailed check,0,Low Risk,Continue regular engagement,0.0,4.51
8450-LUGUK,37,24.1,Two year,No,No internet service,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,1.39
3604-WLABM,10,54.25,Month-to-month,DSL,Yes,Electronic check,0,Low Risk,Continue regular engagement,0.0,24.62
0795-GMVQO,67,109.9,One year,Fiber optic,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,15.34
2259-OUUSZ,7,35.5,One year,DSL,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,13.4
1142-IHLOO,51,87.55,One year,Fiber optic,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,11.48
6410-LEFEN,9,45.15,Month-to-month,DSL,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,32.72
4633-MKHYU,9,88.4,Month-to-month,Fiber optic,No,Mailed check,1,Medium Risk,Offer contract upgrade incentive,88.4,62.36
6257-RJOHI,4,50.8,Month-to-month,DSL,Yes,Mailed check,0,Low Risk,Continue regular engagement,0.0,32.06
1545-JFUML,71,99.0,Two year,Fiber optic,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,3.23
3194-ORPIK,50,84.4,Month-to-month,Fiber optic,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,33.38
7826-VVKWT,24,96.55,Two year,Fiber optic,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,20.15
1353-GHZOS,22,59.75,One year,DSL,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,7.84
2587-EKXTS,44,111.5,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,111.5,39.02
5442-BXVND,33,24.25,Month-to-month,No,No internet service,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,5.12
8816-VXNZD,1,75.1,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,75.1,85.37
9378-FXTIZ,54,70.15,One year,DSL,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,10.51
1723-HKXJQ,42,101.75,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,101.75,62.76
7825-GKXMW,1,45.8,Month-to-month,DSL,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,45.8,62.67
9753-OYLBX,1,20.5,Month-to-month,No,No internet service,Mailed check,1,Medium Risk,Offer contract upgrade incentive,20.5,35.53
2364-UFROM,30,70.4,One year,DSL,Yes,Electronic check,0,Low Risk,Continue regular engagement,0.0,4.28
6656-JWRQX,1,30.55,Month-to-month,DSL,Yes,Mailed check,0,Low Risk,Continue regular engagement,0.0,34.48
6473-ULUHT,16,84.9,Month-to-month,DSL,Yes,Electronic check,0,Low Risk,Continue regular engagement,0.0,22.95
1240-KNSEZ,1,20.1,Month-to-month,No,No internet service,Mailed check,1,Medium Risk,Offer contract upgrade incentive,20.1,51.91
0836-SEYLU,9,40.65,Month-to-month,DSL,Yes,Mailed check,0,Low Risk,Continue regular engagement,0.0,26.85
4433-JCGCG,46,101.0,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,101.0,68.0
3716-BDVDB,1,69.1,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,69.1,84.78
7688-AWMDX,71,54.5,Two year,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,0.61
2842-BCQGE,43,75.35,Month-to-month,Fiber optic,No,Credit card (automatic),1,Medium Risk,Offer contract upgrade incentive,75.35,35.44
7244-QWYHG,50,44.45,One year,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,4.79
5899-MQZZL,13,75.0,Month-to-month,Fiber optic,No,Mailed check,1,Medium Risk,Offer contract upgrade incentive,75.0,45.88
6849-OYAMU,19,100.0,One year,Fiber optic,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,22.74
5312-UXESG,41,98.05,Month-to-month,Fiber optic,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,33.9
9488-HGMJH,1,71.15,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,71.15,84.76
6038-GCYEC,24,54.15,Month-to-month,DSL,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,33.81
2150-WLKUW,40,63.9,One year,DSL,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,6.7
7159-FVYPK,3,69.15,Month-to-month,DSL,No,Bank transfer (automatic),1,Medium Risk,Offer contract upgrade incentive,69.15,39.39
7032-LMBHI,37,64.65,One year,DSL,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,5.11
1150-WFARN,67,108.75,Two year,Fiber optic,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,23.72
6088-BXMRG,32,98.85,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,98.85,54.13
3144-AUDBS,6,49.15,Month-to-month,DSL,Yes,Electronic check,1,Medium Risk,Offer contract upgrade incentive,49.15,45.28
4821-SJHJV,32,89.6,Month-to-month,Fiber optic,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,25.02
7346-MEDWM,59,83.25,Month-to-month,Fiber optic,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,32.69
1137-DGOWI,30,70.25,One year,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,7.06
5616-PRTNT,20,19.4,Month-to-month,No,No internet service,Electronic check,0,Low Risk,Continue regular engagement,0.0,18.41
3812-LRZIR,27,24.5,Two year,No,No internet service,Electronic check,0,Low Risk,Continue regular engagement,0.0,3.11
4818-QIUFN,20,79.15,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,79.15,53.59
9483-GCPWE,9,20.1,One year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,3.26
4227-OJHAL,68,73.0,One year,DSL,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,9.02
9220-CXRSC,69,61.4,Two year,DSL,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,1.11
4993-JCRGJ,26,84.3,Month-to-month,Fiber optic,Yes,Mailed check,0,Low Risk,Continue regular engagement,0.0,31.48
9537-JALFH,69,19.9,Two year,No,No internet service,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,0.99
6698-OXETB,11,20.4,Two year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,1.34
2103-ZRXFN,1,50.75,Month-to-month,DSL,No,Mailed check,1,Medium Risk,Offer contract upgrade incentive,50.75,54.15
3724-BSCVH,10,20.45,One year,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,2.93
4877-TSOFF,55,75.75,One year,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,5.43
9209-NWPGU,44,65.4,One year,DSL,Yes,Electronic check,0,Low Risk,Continue regular engagement,0.0,7.15
6961-VCPMC,46,80.4,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,80.4,42.82
7306-YDSOI,69,59.75,Two year,DSL,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,1.09
5288-AHOUP,11,78.5,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,78.5,56.64
6688-UZPWD,11,102.0,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,102.0,83.5
0655-YDGFJ,29,48.95,Month-to-month,DSL,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,9.79
8468-EHYJA,57,99.65,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,99.65,39.32
6823-SIDFQ,28,18.25,One year,No,No internet service,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,0.96
1097-FSPVW,42,54.55,Month-to-month,DSL,No,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,12.05
2839-RFSQE,2,20.65,Month-to-month,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,17.16
8328-SKJNO,23,40.65,One year,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,4.48
7010-ZMVBF,18,20.45,Month-to-month,No,No internet service,Mailed check,0,Low Risk,Continue regular engagement,0.0,6.92
5201-CBWYG,62,24.8,One year,No,No internet service,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,2.44
0968-GSIKN,1,70.8,Month-to-month,Fiber optic,No,Mailed check,1,High Risk,Offer annual contract discount + proactive support,70.8,75.17
1965-DDBWU,16,89.05,Month-to-month,Fiber optic,Yes,Credit card (automatic),1,Medium Risk,Offer contract upgrade incentive,89.05,44.11
9057-SIHCH,3,96.6,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,96.6,87.75
6352-GIGGQ,67,88.8,One year,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,9.1
3635-QQRQD,62,20.05,Two year,No,No internet service,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,1.59
6771-XWBDM,57,104.5,Month-to-month,Fiber optic,No,Credit card (automatic),1,Medium Risk,Offer contract upgrade incentive,104.5,49.04
2897-DOVND,2,69.8,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,69.8,67.12
3082-YVEKW,23,77.15,Two year,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,1.3
0191-EQUUH,25,35.05,Two year,DSL,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,1.58
7134-HBPBS,72,108.1,Two year,Fiber optic,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,3.65
3489-HHPFY,2,84.05,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,84.05,73.9
2926-JEJJC,8,20.2,One year,No,No internet service,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,3.43
8601-QACRS,5,50.6,Month-to-month,DSL,No,Mailed check,1,Medium Risk,Offer contract upgrade incentive,50.6,38.61
4950-BDEUX,35,49.2,Month-to-month,DSL,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,22.2
5789-LDFXO,24,24.6,One year,No,No internet service,Electronic check,0,Low Risk,Continue regular engagement,0.0,4.96
0508-OOLTO,2,71.65,Month-to-month,Fiber optic,No,Electronic check,1,Medium Risk,Offer contract upgrade incentive,71.65,65.02
2984-TBYKU,72,104.9,Two year,Fiber optic,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,3.85
9822-WMWVG,41,106.5,Month-to-month,Fiber optic,Yes,Electronic check,0,Low Risk,Continue regular engagement,0.0,34.56
2391-SOORI,4,49.35,Month-to-month,DSL,No,Electronic check,0,Low Risk,Continue regular engagement,0.0,27.03
9040-KZVWO,26,75.5,One year,Fiber optic,No,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,6.8
2645-QTLMB,7,94.25,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,94.25,75.57
4806-HIPDW,1,68.95,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,68.95,84.93
1548-ARAGG,4,58.5,Month-to-month,DSL,Yes,Mailed check,0,Low Risk,Continue regular engagement,0.0,29.4
6339-RZCBJ,48,78.9,Two year,DSL,Yes,Credit card (automatic),0,Low Risk,Continue regular engagement,0.0,1.94
4424-TKOPW,2,93.85,Month-to-month,Fiber optic,No,Electronic check,1,High Risk,Offer annual contract discount + proactive support,93.85,89.15
4415-WNGVR,12,79.2,One year,DSL,Yes,Electronic check,0,Low Risk,Continue regular engagement,0.0,24.36
2522-AHJXR,60,109.45,Month-to-month,Fiber optic,Yes,Bank transfer (automatic),0,Low Risk,Continue regular engagement,0.0,20.44
0412-UCCNP,55,59.2,Two year,DSL,Yes,Electronic check,0,Low Risk,Continue regular engagement,0.0,2.33
